treasure itemtypes "Common","Uncommon","Rare","Epic","Legendary","Divine","Unique"
object category "I_OBJ_Metalbar_Bronze",1,0,0,0,0,0,0,0
new subtable "0,1;1,1;2,1"
object category "I_OBJ_Metalbar_Silver",1,0,0,0,0,0,0,0
new treasuretable "PLA_Confiscated_Generic"
new subtable "1,1"
object category "T_PLA_Confiscated_Potions",1,0,0,0,0,0,0,0
object category "T_PLA_Confiscated_MetalBars",1,0,0,0,0,0,0,0
object category "T_Empty",2,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_Secret_Gems"
new subtable "2,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_Secret_Chest"
new subtable "-1"
object category "I_MAG_Paladin_LayOnHandsSupport_Gloves",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tollhouse_SuppliesTrader"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "4,1;5,1;6,1"
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new subtable "4,1;5,1;6,1"
object category "T_ST_Throwable",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "I_OBJ_Scroll_Revivify",1,0,0,0,0,0,0,0
new subtable "6,1;7,1;8,1"
object category "T_ST_RandomPotion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Poor",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tavern_SaveFlorrick_QuestReward"
new subtable "-1"
object category "I_MAG_ChargedLightning_Trident",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_ChargedLightning_Longbow",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_ChargedLightning_Quarterstaff",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tavern_DrowRaider_Corpse"
new subtable "0,1; 1,1 "
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_Poison",2,0,0,0,0,0,0,0
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
object category "T_Empty",2,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Silver",2,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tavern_Civillian"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "0,2;1,2"
object category "I_CONS_DRINK_Wine",1,0,0,0,0,0,0,0
object category "I_CONS_DRINK_Rum",1,0,0,0,0,0,0,0
object category "I_Cup_Metal_B",1,0,0,0,0,0,0,0
object category "I_Cup_Metal_E",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tavern_Paladin"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "0,1;1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tavern_Belongings"
new subtable "1,1"
object category "T_Gold_Meager",2,0,0,0,0,0,0,0
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tavern_Bookshelf"
new subtable "1,1;2,1"
object category "BookNews",1,0,0,0,0,0,0,0
object category "BookEntertainment",1,0,0,0,0,0,0,0
object category "BookTravel",1,0,0,0,0,0,0,0
new treasuretable "PLA_Tavern_Chest_Guest"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_Alcohol_Valuable",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Mobility_ExplosionOnJump_Maul",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Shed"
new subtable "0,1; 1,2; 2,3"
object category "I_OBJ_Tool_Hammer",1,0,0,0,0,0,0,0
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
object category "T_Kitchen_Kitchenware_Poor",1,0,0,0,0,0,0,0
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Shed_Books"
new subtable "1,1; 2,1"
object category "BookChildren",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Cupboard_Front"
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Front"
new subtable "1,1"
object category "T_Supply_Vegetables",3,0,0,0,0,0,0,0
object category "T_Supply_Fruits",1,0,0,0,0,0,0,0
object category "T_Supply_Alcohol",1,0,0,0,0,0,0,0
object category "T_Supply_MeatOnly",2,0,0,0,0,0,0,0
object category "T_Supply_CheeseOnly",1,0,0,0,0,0,0,0
object category "T_Empty",3,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Poison"
new subtable "2,1;3,1;4,1"
object category "T_Alchemy_Coating",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Grenades"
new subtable "2,1;3,1;4,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Arrows"
new subtable "2,1;3,1"
object category "T_ST_SpecialArrow",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Lockpicks"
new subtable "2,1;3,1;4,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Scrolls"
new subtable "2,1;3,1"
object category "T_Scroll",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Jewelry"
new subtable "3,1"
object category "T_ST_GEN_Valuables_Jewelry_Copper",2,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Silver",2,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Jewelry_Gold",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Weapons_Daggers"
new subtable "1,1; 2,1"
object category "I_WPN_Dagger",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Weapons_Longsword"
new subtable "1,1; 2,1"
object category "I_WPN_Longsword",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Weapons_LightCrossbow"
new subtable "1,1; 2,1"
object category "I_WPN_LightCrossbow",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Weapons_HandCrossbow"
new subtable "1,1; 2,1"
object category "I_WPN_HandCrossbow",0,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Weapons_Scimitar"
new subtable "1,1; 2,1"
object category "I_WPN_Scimitar",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Weapons_Shortsword"
new subtable "1,1; 2,1"
object category "I_WPN_Shortsword",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Weapons_Random"
new subtable "0,1; 1,3; 2,1"
object category "T_PLA_ZhentHideout_Container_Weapons_Daggers",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Weapons_Longsword",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Weapons_LightCrossbow",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Weapons_Scimitar",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Weapons_Shortsword",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Weapons_HandCrossbow",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Container_Illicit"
new subtable "1,1"
object category "T_PLA_ZhentHideout_Container_Poison",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Grenades",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Arrows",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Lockpicks",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Scrolls",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Jewelry",1,0,0,0,0,0,0,0
object category "T_PLA_ZhentHideout_Container_Weapons_Random",3,0,0,0,0,0,0,0
object category "T_Empty",3,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentarimTrader_Common"
new subtable "2,1;3,1"
object category "T_Alchemy_Coating",1,0,0,0,0,0,0,0
new subtable "2,1;3,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Trader_Modest",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_ST_MusicInstrument_Common",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "T_ST_DyeRare",1,0,0,0,0,0,0,0
new subtable "-10"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentarimTrader_Extra"
new subtable "2,1;3,1"
object category "I_OBJ_Potion_Of_Invisibility",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Dagger_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Longbow_1",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_ST_MartialMeleeWeapons_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor_Magic",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_MeleeDebuff_AttackDebuff2_OnDamage_HeavyCrossbow",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_ChargedLightning_Electrocute_Armor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_StrongString_Longbow",1,0,0,0,0,0,0,0
object category "I_MAG_Monk_Magic_Gloves",0,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_PHB_OfThievery_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_PLA_ZhentCave_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfRupture_Rapier",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentarimShipment_ExtraReward"
new subtable "-1"
object category "I_MAG_BG_Harold_HeavyCrossbow",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentarimTrader"
new subtable "1,1"
object category "T_PLA_ZhentarimTrader_Common",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_PLA_ZhentarimTrader_Extra",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_MagicItems",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentHideout_Guard"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Dagger",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supply_CampFood",1,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "PLA_Karlach_Backpack"
new subtable "2,1; 3,1"
object category "T_Alchemy_Coating",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_ArrowOfIce",1,0,0,0,0,0,0,0
new treasuretable "PLA_AncientHarper_Melee"
new subtable "1,1"
object category "I_WPN_Longsword",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_ScaleMail_Body",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new treasuretable "PLA_AncientHarper_Ranged"
new subtable "1,1"
object category "I_WPN_Longbow",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Alchemy_Potion_Utility",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Silver",1,0,0,0,0,0,0,0
new treasuretable "PLA_ZhentDungeon_RansomGold"
new subtable "1,1"
object category "T_Gold_Stash_Wealthy",1,0,0,0,0,0,0,0
new treasuretable "_GOB"
new treasuretable "GOB_Goblin_Kid"
new subtable "1,1"
object category "T_GOB_Goblin_Generic",1,0,0,0,0,0,0,0
object category "T_DEN_Kid",1,0,0,0,0,0,0,0
new treasuretable "GOB_Goblin_Raider"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Copper",3,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Ring_Silver",2,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Ring_Gold",1,0,0,0,0,0,0,0
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "GOB_Goblin_Kid_Looter"
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Silver",1,0,0,0,0,0,0,0
object category "I_WPN_HandCrossbow",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Of_Speed",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
new treasuretable "GOB_Ruins_Bows"
new subtable "1,1"
object category "I_WPN_HeavyCrossbow",1,0,0,0,0,0,0,0
new treasuretable "GOB_Ruins_Arrows"
new subtable "2,1"
object category "T_ST_SpecialArrow_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_SpecialArrow_Common",1,0,0,0,0,0,0,0
new treasuretable "GOB_AdventurerScoutBackpack"
new subtable "2,1; 3,1; 4,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "2,1; 3,1; 4,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "1,1; 2,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new treasuretable "GOB_Goblin_Worgkeeper"
new subtable "1,1;2,1;3,1"
object category "I_OBJ_Bone",4,0,0,0,0,0,0,0
object category "I_OBJ_Skull",1,0,0,0,0,0,0,0
new subtable "1,2; 2,1"
object category "T_ST_Food_Pork_Head",1,0,0,0,0,0,0,0
object category "T_ST_Food_Pork_Piece_Raw",2,0,0,0,0,0,0,0
new treasuretable "GOB_Ruins_Scrolls"
new subtable "1,1"
object category "T_Supply_Scrolls",1,0,0,0,0,0,0,0
new treasuretable "GOB_Ruins_ScrollsTreasure"
new subtable "1,1"
object category "T_GOB_Ruins_Scrolls",1,0,0,0,0,0,0,0
new subtable "0,1;1,3"
object category "T_Gold_Meager",1,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Ring_Silver",1,0,0,0,0,0,0,0
object category "I_OBJ_Candle",1,0,0,0,0,0,0,0
new treasuretable "GOB_Ruins_Silverware"
new subtable "2,1; 3,1"
object category "T_ST_GEN_Valuables_Kitchenware_Plates_Silver",2,0,0,0,0,0,0,0
object category "T_ST_GEN_Valuables_Kitchenware_Cups_Silver",2,0,0,0,0,0,0,0
new treasuretable "GOB_Ruins_Jewelry"
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Silver",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Stash_Poor",1,0,0,0,0,0,0,0
new treasuretable "GOB_Festivities_Corpse_Adventurer"
new subtable "1,1"
object category "T_Supply_Scroll_Single",1,0,0,0,0,0,0,0
new treasuretable "GOB_Quartermaster_Potions"
new subtable "10,1"
object category "T_Alchemy_Potion",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Of_Invisibility",1,0,0,0,0,0,0,0
new treasuretable "GOB_Quartermaster_Armor"
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor",1,0,0,0,0,0,0,0
object category "I_ARM_ChainShirt_Body_1",0,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_SecondaryArmor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_BodyArmor_Magic",1,0,0,0,0,0,0,0
new treasuretable "GOB_Quartermaster"
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Melee",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Ranged_Adjusted",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_ArrowOfFire",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_GOB_Quartermaster_Potions",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_ThievesTools",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Kit_TrapDisarm",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_EquipmentTrader_Scrolls",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_MagicItems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Fancy",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_GOB_Quartermaster_Armor",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_TheHunters_Dagger",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_LowHP_IncreaseDamage_Greataxe",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Fire_FireDamage_Quarterstaff",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_MonsterSlayer_Glaive",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_OfAwareness_Bow",1,0,0,0,0,0,0,0
new treasuretable "GOB_ZhentQuarters_Chest_Gold"
new subtable "1,1"
object category "T_Gold_Stash_Wealthy",1,0,0,0,0,0,0,0
new treasuretable "GOB_SpiderPit_RewardSkeleton"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",2,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Jewelry_Gold",1,0,0,0,0,0,0,0
new treasuretable "GOB_Weapon"
new subtable "1,1"
object category "I_WPN_Goblin_Quarterstaff",1,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Scimitar",1,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Shortbow",1,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Spear",1,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Mace",1,0,0,0,0,0,0,0
new treasuretable "GOB_Checkpoint"
new subtable "2,1"
object category "T_GOB_Weapon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_FireBottle",1,0,0,0,0,0,0,0
new treasuretable "GOB_WaterfallChest"
new subtable "1,1"
object category "T_Exploration_Major",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_CONS_DRINK_Wine_Bottle",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Greataxe_1",1,0,0,0,0,0,0,0
new treasuretable "GOB_PathToParty"
new subtable "2,1;3,1; 4,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
object category "I_OBJ_Bottle",2,0,0,0,0,0,0,0
object category "I_CONS_DRINK_Rum",2,0,0,0,0,0,0,0
object category "I_CONS_DRINK_Wine_Bottle",1,0,0,0,0,0,0,0
new treasuretable "GOB_PathToParty_Potions"
new subtable "2,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Potion_Of_Animal_Speaking",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Of_Speed",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Of_Vitality",1,0,0,0,0,0,0,0
object category "I_OBJ_Potion_Of_Fire_Resistance",1,0,0,0,0,0,0,0
new treasuretable "GOB_Party_Weapons"
new subtable "2,1;3,1"
object category "I_WPN_Goblin_Mace",2,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Scimitar",2,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Shortbow",2,0,0,0,0,0,0,0
new subtable "0,4;1,2;3,1"
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new treasuretable "GOB_Party_Alcohol"
new subtable "2,1;3,1; 4,1"
object category "I_CONS_DRINK_Rum",4,0,0,0,0,0,0,0
object category "I_CONS_DRINK_Wine_Bottle",4,0,0,0,0,0,0,0
new subtable "0,1;1,1;3,1"
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new treasuretable "GOB_Party_Food"
new subtable "1,1"
object category "T_Supply_MeatOnly",1,0,0,0,0,0,0,0
new treasuretable "GOB_Party_Junk"
new subtable "2,1;3,1;4,1;5,1"
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new treasuretable "GOB_PartyContainer"
new subtable "1,1"
object category "T_GOB_Party_Weapons",1,0,0,0,0,0,0,0
object category "T_GOB_Party_Alcohol",4,0,0,0,0,0,0,0
object category "T_GOB_Party_Food",2,0,0,0,0,0,0,0
object category "T_GOB_Party_Junk",2,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "GOB_Festivities_Trader_GoblinWeapons"
new subtable "4,1;5,1;6,1"
object category "I_WPN_Goblin_Quarterstaff",2,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Scimitar",2,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Shortbow",2,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Spear",2,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Mace",2,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Healer_TempHPOnHeal_Boots",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Supplies_Camp_Pack",1,0,0,0,0,0,0,0
new subtable "2,1; 3,1"
object category "T_Supplies_Food_10",2,0,0,0,0,0,0,0
object category "T_Supply_Alcohol",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_ARM_OfArchery_Gloves",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Throwable_Pike",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_MAG_Jumping_Shoes",1,0,0,0,0,0,0,0
new subtable "7,1"
object category "T_ST_Dye",1,0,0,0,0,0,0,0
new subtable "-10"
object category "I_OBJ_Dye_Remover",1,0,0,0,0,0,0,0
new treasuretable "GOB_Festivities_Trader"
new subtable "1,1"
object category "I_WPN_Longbow_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Greatsword_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_Greatclub_1",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_WPN_WarPick_1",1,0,0,0,0,0,0,0
new subtable "3,1;4,1;5,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_OBJ_Scroll_Revivify",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_Potion_Healing_Greater",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_MagicItems",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "I_WPN_Torch",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_GOB_Festivities_Trader_GoblinWeapons",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Tool_Shovel",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Valuables_Jewelry",1,0,0,0,0,0,0,0
new subtable "4,1"
object category "T_Kitchen_Rich",1,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_ST_MusicInstrument",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_ARM_Hide_Body_2",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Supplies_Vendor_Tiny",1,0,0,0,0,0,0,0
new subtable "-1"
object category "I_UNI_DoomHammer",1,0,0,0,0,0,0,0
new treasuretable "GOB_Festivities_Ogre"
new subtable "1,1"
object category "T_Gold_Combat_Leader_Weak",1,0,0,0,0,0,0,0
new treasuretable "GOB_Inner_Weapons"
new subtable "2,1;3,1;4,1"
object category "I_WPN_Goblin_Mace",4,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Scimitar",4,0,0,0,0,0,0,0
object category "I_WPN_Goblin_Shortbow",4,0,0,0,0,0,0,0
new treasuretable "GOB_Inner_Container"
new subtable "1,1"
object category "T_GOB_Inner_Weapons",3,0,0,0,0,0,0,0
object category "T_Empty",1,0,0,0,0,0,0,0
new treasuretable "GOB_Inner_Potions"
new subtable "1,1; 2,1; 3,1"
object category "I_OBJ_Potion_Healing",1,0,0,0,0,0,0,0
new subtable "0,1; 1,1; 2,1"
object category "I_OBJ_Bottle",1,0,0,0,0,0,0,0
new treasuretable "GOB_GoblinPriest"
new subtable "1,1; 2,1"
object category "I_OBJ_Bone",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Potion_Healing_Greater",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Combat_Leader_Medium",1,0,0,0,0,0,0,0
new treasuretable "GOB_Inner_SeluneSkeleton"
new subtable "1,1"
object category "T_Gold_Pocket_Poor",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "GOB_PainPriest"
new subtable "1,1"
object category "T_Gold_Pocket_Modest",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "I_OBJ_Scroll_HoldPerson",1,0,0,0,0,0,0,0
new treasuretable "GOB_Minthara_Chest"
new subtable "-1"
object category "I_MAG_ChargedLightning_ElectricSurface_Boots",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Stash_Modest",1,0,0,0,0,0,0,0
new treasuretable "GOB_King"
new subtable "1,1"
object category "T_Gold_Combat_Leader_Medium",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_ST_GEN_Valuables_Ring_Gold",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Valuables_Gems",1,0,0,0,0,0,0,0
new treasuretable "GOB_ZhentQuarters"
new subtable "3,2; 4,1"
object category "T_ST_Throwable",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "T_ST_MartialMeleeWeapons_1",1,0,0,0,0,0,0,0
object category "I_ARM_StuddedLeather_Body_1",0,0,0,0,0,0,0,0
new subtable "3,1"
object category "T_Alchemy_Coating",1,0,0,0,0,0,0,0
new subtable "3,1; 4,1"
object category "T_ST_SpecialArrow_Uncommon",1,0,0,0,0,0,0,0
new subtable "1,1"
object category "T_Gold_Trader_Normal",1,0,0,0,0,0,0,0
new subtable "2,1"
object category "I_OBJ_Scroll_Revivify",1,0,0,0,0,0,0,0
